Port_ID,Port_Name,Country,Port_Type,Port_Capacity_Tons,Avg_Vessel_Wait_Time_Hours,Port_Utilization_Percent,Active_Vessels,Weather_Disruption_Score,Labor_Availability_Percent,Monthly_Port_Revenue_USD,Operational_Status,Port_Manager,Last_Inspection_Date
PORT004,Hamburg Port,Iraq,LNG Terminal,66371,29.48,53.39,94,1.53,65.12,25413564.02,Critical,Manager_58,2026-02-05
PORT019,Rotterdam Hub,Oman,LNG Terminal,357228,38.06,66.5,62,9.09,74.57,20927029.43,Normal,Manager_45,2026-04-11
PORT003,Dammam Port,Iraq,LNG Terminal,472845,24.12,51.04,58,6.86,76.12,47697981.04,Critical,Manager_62,2026-01-26
PORT019,Fujairah Port,Oman,Container Port,232256,3.87,43.04,16,8.87,78.14,26604446.12,Normal,Manager_39,2026-03-27
PORT020,Shanghai Port,Oman,Container Port,374060,9.54,61.95,18,1.0,72.06,11736756.49,Delayed,Manager_96,2026-01-04
PORT007,Singapore Port,India,LNG Terminal,123972,22.18,61.05,125,2.52,80.29,23489210.49,Delayed,Manager_58,2026-03-23
PORT020,Fujairah Port,Kuwait,Container Port,243259,35.34,97.74,125,4.51,95.94,46049982.82,Delayed,Manager_81,2026-06-15
PORT009,Tianjin Port,China,Container Port,325128,29.29,65.89,24,4.42,68.11,9628678.1,Normal,Manager_99,2026-05-07
PORT001,Sohar Port,India,Oil Terminal,345183,31.91,59.35,79,3.04,86.29,11483894.9,Delayed,Manager_83,2026-03-29
PORT008,Mundra Port,Singapore,LNG Terminal,135431,24.05,73.67,148,4.43,94.72,1638448.82,Normal,Manager_64,2026-05-07
PORT007,Khor Fakkan,India,LNG Terminal,395835,30.32,45.15,74,2.16,72.8,1695312.42,Delayed,Manager_44,2026-04-30
PORT018,Ras Laffan,Qatar,Container Port,370750,17.13,95.78,60,4.71,72.17,41640189.72,Normal,Manager_29,2026-01-22
PORT008,Nhava Sheva,Qatar,LNG Terminal,453832,23.63,76.83,105,8.22,80.11,36874007.74,Critical,Manager_59,2026-05-10
PORT001,Singapore Port,China,Oil Terminal,414809,36.24,83.78,136,5.31,79.57,18397011.77,Normal,Manager_71,2026-01-31
PORT011,Shanghai Port,Iraq,Oil Terminal,155373,42.1,49.89,115,1.16,90.33,35217246.7,Delayed,Manager_92,2026-04-29
PORT018,Rotterdam Hub,Kuwait,Oil Terminal,231144,21.95,63.75,129,4.79,73.82,20365090.39,Critical,Manager_9,2026-01-11
PORT010,Jebel Ali,China,LNG Terminal,336718,4.01,64.52,136,1.24,99.81,47691943.0,Delayed,Manager_92,2026-02-15
PORT003,Basra Oil Terminal,Oman,LNG Terminal,446646,9.44,87.66,24,9.7,52.97,48385581.39,Normal,Manager_6,2026-04-06
PORT007,Basra Oil Terminal,UAE,LNG Terminal,300195,2.96,40.07,142,2.15,50.16,20246895.01,Normal,Manager_29,2026-01-10
PORT016,Sohar Port,Kuwait,LNG Terminal,193748,32.05,57.45,28,7.37,82.01,42856873.41,Critical,Manager_58,2026-05-08
PORT016,Busan Port,Kuwait,LNG Terminal,454032,17.29,96.91,41,9.75,64.92,38881363.04,Normal,Manager_17,2026-06-01
PORT020,Nhava Sheva,Oman,Oil Terminal,82733,26.95,67.54,58,8.43,62.02,16189996.92,Normal,Manager_16,2026-04-09
PORT017,Qingdao Port,Oman,Container Port,266752,24.69,62.19,107,7.29,65.59,12369951.62,Delayed,Manager_87,2026-04-22
PORT002,Ras Laffan,Saudi Arabia,Oil Terminal,52050,5.75,46.95,42,8.56,62.8,23453497.87,Delayed,Manager_95,2026-03-01
PORT001,Ruwais Port,China,LNG Terminal,159996,20.55,96.5,8,9.84,51.54,39286093.19,Normal,Manager_3,2026-03-28
PORT016,Salalah Port,Oman,Oil Terminal,83933,12.15,41.16,61,6.59,98.58,48048221.45,Delayed,Manager_21,2026-05-25
PORT012,Tianjin Port,Qatar,LNG Terminal,74951,21.25,82.76,24,6.03,61.04,38415374.37,Delayed,Manager_64,2026-03-06
PORT005,Mundra Port,Singapore,LNG Terminal,82413,11.36,84.58,21,6.65,86.7,42905142.27,Normal,Manager_90,2026-02-26
PORT005,Ras Laffan,UAE,Oil Terminal,215873,40.66,54.13,123,5.79,88.13,30550151.0,Critical,Manager_36,2026-04-16
PORT009,Shuaiba Port,China,LNG Terminal,236691,10.01,78.95,75,6.72,96.46,41934983.71,Normal,Manager_86,2026-01-09
PORT009,Shuaiba Port,Germany,Container Port,476129,46.2,45.39,8,5.05,51.53,39436622.04,Normal,Manager_62,2026-01-22
PORT003,Sohar Port,Qatar,LNG Terminal,424717,21.13,54.91,18,2.97,93.6,19472291.55,Normal,Manager_42,2026-05-21
PORT019,Busan Port,Iraq,Container Port,483816,40.93,85.7,7,2.08,76.36,28047524.8,Normal,Manager_76,2026-03-30
PORT016,Fujairah Port,Oman,Container Port,238847,30.92,90.15,84,1.62,81.63,40432902.98,Critical,Manager_42,2026-01-18
PORT016,Mundra Port,Germany,LNG Terminal,271888,35.83,75.29,59,3.37,82.22,3256779.98,Normal,Manager_61,2026-04-25
PORT003,Singapore Port,Oman,Oil Terminal,311044,37.32,69.4,136,1.42,90.99,40595884.84,Normal,Manager_13,2026-05-25
PORT020,Busan Port,Kuwait,Container Port,271165,25.22,49.24,124,6.1,66.67,9716518.08,Normal,Manager_11,2026-05-23
PORT001,Mundra Port,Qatar,Oil Terminal,293662,26.99,43.66,28,3.55,86.65,26219497.24,Normal,Manager_54,2026-04-16
PORT020,Hamad Port,Kuwait,Container Port,216472,25.64,46.82,86,8.42,76.43,40605496.54,Normal,Manager_16,2026-01-15
PORT011,Ras Laffan,Saudi Arabia,LNG Terminal,447710,29.05,53.19,64,1.67,89.67,13437232.83,Normal,Manager_8,2026-03-04
PORT017,Ras Laffan,Kuwait,LNG Terminal,261760,3.35,59.82,53,3.04,99.53,13044564.53,Normal,Manager_59,2026-01-13
PORT008,Rotterdam Hub,Saudi Arabia,Container Port,172744,20.19,62.09,67,7.57,60.03,20735455.52,Critical,Manager_57,2026-03-22
PORT004,Salalah Port,Saudi Arabia,LNG Terminal,401575,29.88,60.09,114,6.39,99.73,44837497.08,Normal,Manager_40,2026-02-01
PORT006,Nhava Sheva,Germany,Container Port,255763,29.5,53.87,113,1.58,54.49,1021696.29,Normal,Manager_59,2026-05-17
PORT008,Shanghai Port,Oman,LNG Terminal,93001,38.48,69.56,80,8.9,50.12,45167771.74,Normal,Manager_2,2026-02-09
PORT020,Mundra Port,Iraq,Oil Terminal,117364,32.13,87.87,34,8.9,52.21,8536544.21,Delayed,Manager_94,2026-05-28
PORT003,Ruwais Port,Kuwait,LNG Terminal,437132,47.64,56.22,62,3.97,67.09,49514232.43,Normal,Manager_94,2026-03-23
PORT016,Hamad Port,Qatar,Oil Terminal,357172,15.06,94.66,121,4.06,81.65,47787502.66,Normal,Manager_76,2026-03-18
PORT003,Ras Laffan,Saudi Arabia,LNG Terminal,288506,18.52,90.65,104,9.9,53.45,25239084.29,Normal,Manager_10,2026-03-17
PORT018,Tianjin Port,Oman,Oil Terminal,278731,19.66,49.38,23,6.64,50.28,26123292.14,Critical,Manager_44,2026-02-07
PORT014,Ruwais Port,UAE,LNG Terminal,480789,23.43,85.6,98,5.78,96.85,24595917.67,Normal,Manager_11,2026-03-12
PORT018,Sohar Port,China,Oil Terminal,181878,40.46,73.33,117,8.54,91.1,32136738.64,Delayed,Manager_79,2026-02-17
PORT002,Sohar Port,Germany,Container Port,436487,12.85,72.86,67,3.57,90.46,5445363.41,Normal,Manager_80,2026-01-18
PORT003,Fujairah Port,Iraq,Container Port,237710,37.7,62.68,120,4.86,94.22,2598279.47,Normal,Manager_81,2026-05-24
PORT016,Ras Laffan,India,Oil Terminal,178301,20.64,69.07,117,3.41,85.0,3827443.49,Delayed,Manager_90,2026-02-08
PORT009,Ras Laffan,Germany,LNG Terminal,438439,29.69,63.04,51,8.1,55.22,22773902.11,Normal,Manager_2,2026-03-30
PORT004,Dammam Port,UAE,Oil Terminal,210829,31.1,71.3,61,6.16,69.96,14501849.02,Critical,Manager_50,2026-03-03
PORT001,Qingdao Port,China,LNG Terminal,84636,19.15,76.42,122,6.93,86.16,31479938.56,Critical,Manager_12,2026-05-21
PORT004,Hamburg Port,UAE,Container Port,261169,25.58,79.11,49,3.27,64.02,49629672.18,Critical,Manager_90,2026-04-19
PORT001,Basra Oil Terminal,Kuwait,LNG Terminal,229352,21.0,70.88,149,2.98,84.37,19929835.48,Normal,Manager_23,2026-03-22
PORT014,Shuaiba Port,Saudi Arabia,Container Port,336406,5.18,81.84,8,5.4,51.22,29118221.45,Delayed,Manager_18,2026-05-14
PORT016,Hamad Port,Iraq,LNG Terminal,392579,22.11,48.19,51,7.64,65.31,21364590.9,Normal,Manager_62,2026-03-18
PORT020,Busan Port,Singapore,LNG Terminal,243283,6.48,52.29,147,5.73,77.46,42516311.72,Critical,Manager_96,2026-03-31
PORT008,Salalah Port,Saudi Arabia,LNG Terminal,498058,20.63,87.49,51,1.29,81.6,45209583.77,Delayed,Manager_62,2026-01-14
PORT007,Rotterdam Hub,Singapore,Oil Terminal,440727,29.27,58.71,82,8.82,78.85,43990425.0,Delayed,Manager_38,2026-04-05
PORT003,Dammam Port,China,Oil Terminal,295596,28.65,41.33,128,1.58,84.89,48744239.7,Normal,Manager_67,2026-02-23
PORT017,Shanghai Port,Oman,Container Port,481413,32.48,48.92,79,9.6,50.3,2348440.07,Normal,Manager_38,2026-05-12
PORT001,Tianjin Port,India,Container Port,353988,6.38,52.97,107,1.23,55.05,42150991.95,Normal,Manager_67,2026-02-08
PORT016,Khor Fakkan,Qatar,Oil Terminal,376898,32.0,95.52,141,7.25,93.45,37836836.48,Delayed,Manager_94,2026-03-13
PORT012,Dammam Port,Saudi Arabia,Container Port,477373,16.36,73.24,94,1.74,84.09,12206026.06,Normal,Manager_61,2026-01-25
PORT019,Ruwais Port,Iraq,Oil Terminal,389273,20.36,94.1,148,9.2,55.65,47859684.58,Normal,Manager_1,2026-03-18
PORT014,Hamad Port,UAE,LNG Terminal,352186,41.47,73.36,73,5.18,92.1,8260718.48,Delayed,Manager_94,2026-06-09
PORT006,Qingdao Port,Iraq,Container Port,111665,2.42,67.8,65,2.24,62.11,34297946.43,Normal,Manager_45,2026-06-15
PORT006,Hamburg Port,China,Container Port,296584,29.07,58.2,142,4.07,73.91,12019620.62,Normal,Manager_96,2026-04-30
PORT013,Fujairah Port,Singapore,Oil Terminal,166953,29.54,75.17,54,2.48,57.26,22137651.79,Normal,Manager_28,2026-02-22
PORT019,Singapore Port,UAE,Container Port,208448,20.25,48.07,7,2.54,85.51,36238834.95,Normal,Manager_21,2026-06-05
PORT008,Qingdao Port,Qatar,Container Port,236626,12.9,92.1,111,9.53,83.34,28602907.46,Normal,Manager_13,2026-05-11
PORT002,Nhava Sheva,Qatar,LNG Terminal,195271,12.8,88.1,117,5.01,60.56,21947589.74,Normal,Manager_27,2026-05-30
PORT001,Sohar Port,Saudi Arabia,Container Port,168533,42.65,58.42,98,8.1,93.17,16990583.12,Normal,Manager_100,2026-04-06
PORT015,Fujairah Port,China,LNG Terminal,494164,22.33,95.26,122,6.76,70.07,42143323.13,Normal,Manager_7,2026-06-15
PORT001,Nhava Sheva,Oman,Oil Terminal,123781,17.22,87.86,85,7.09,64.63,8046903.17,Delayed,Manager_22,2026-03-13
PORT005,Shuaiba Port,China,Container Port,116262,22.64,78.65,113,2.19,57.62,22075040.95,Normal,Manager_74,2026-03-03
PORT016,Nhava Sheva,Singapore,LNG Terminal,358744,32.79,47.06,55,3.11,63.31,45284121.02,Normal,Manager_53,2026-01-06
PORT019,Rotterdam Hub,Iraq,Oil Terminal,126898,8.7,67.74,39,8.08,51.1,42446627.97,Critical,Manager_79,2026-02-01
PORT004,Basra Oil Terminal,Qatar,Container Port,199369,22.67,69.35,50,9.74,79.16,20646146.36,Normal,Manager_79,2026-04-09
PORT003,Shanghai Port,Iraq,Oil Terminal,80448,29.04,53.49,73,3.36,92.11,38392309.82,Normal,Manager_4,2026-05-18
PORT017,Shuaiba Port,Iraq,Container Port,338316,45.63,44.64,97,3.44,77.45,41334880.7,Delayed,Manager_96,2026-05-11
PORT017,Tianjin Port,Iraq,Oil Terminal,486090,13.62,85.05,68,5.26,60.96,44555483.78,Critical,Manager_23,2026-03-17
PORT012,Shanghai Port,Qatar,Oil Terminal,57657,18.53,47.08,53,9.85,51.68,27680782.68,Delayed,Manager_70,2026-02-28
PORT014,Ruwais Port,Germany,LNG Terminal,306689,19.45,74.47,78,3.42,60.73,11018583.42,Delayed,Manager_88,2026-01-31
PORT006,Salalah Port,Kuwait,Oil Terminal,468641,29.85,94.31,9,4.66,70.81,13510144.75,Delayed,Manager_84,2026-04-03
PORT003,Ras Laffan,Singapore,Container Port,469901,18.41,90.81,104,9.02,87.98,15489039.03,Normal,Manager_84,2026-03-10
PORT009,Qingdao Port,Germany,Container Port,424999,26.54,56.11,74,1.03,59.39,30096321.56,Delayed,Manager_76,2026-02-21
PORT005,Ras Laffan,Singapore,LNG Terminal,467794,37.96,89.38,94,1.36,85.99,2607671.58,Normal,Manager_33,2026-03-30
PORT017,Khor Fakkan,UAE,Container Port,209903,34.45,40.02,8,6.44,93.35,32166080.97,Critical,Manager_28,2026-05-07
PORT014,Hamad Port,China,Container Port,57906,22.53,41.03,130,9.17,72.7,18853357.68,Normal,Manager_8,2026-01-31
PORT003,Sohar Port,China,Container Port,373557,41.75,74.95,43,3.15,91.07,15466848.32,Normal,Manager_1,2026-03-25
PORT001,Rotterdam Hub,India,Oil Terminal,104028,27.67,61.16,133,5.23,77.73,44095331.97,Normal,Manager_37,2026-05-07
PORT020,Busan Port,China,Oil Terminal,319431,26.84,62.41,28,5.05,81.85,23540117.38,Delayed,Manager_63,2026-05-30
PORT001,Basra Oil Terminal,Qatar,Container Port,345804,3.57,72.74,61,5.26,76.31,5657599.23,Normal,Manager_22,2026-05-12
PORT003,Dammam Port,Oman,LNG Terminal,372648,47.39,51.12,104,6.6,73.16,41510591.63,Critical,Manager_70,2026-01-13
PORT018,Jebel Ali,Saudi Arabia,Oil Terminal,240792,7.66,52.28,74,5.23,61.73,3334421.61,Delayed,Manager_21,2026-02-14
